1e-10 20.1725 20.1725 19.1408 18.453 16.7677 20.1761 20.1778 19.1408 18.453 16.7677 860.872
1.00231e-10 20.1725 20.1725 19.1408 18.453 16.7677 20.1761 20.1778 19.1408 18.453 16.7677 860.872
1.00462e-10 20.1725 20.1725 19.1408 18.453 16.7677 20.1761 20.1778 19.1408 18.453 16.7677 860.872
1.00693e-10 20.1725 20.1725 19.1408 18.453 16.7677 20.1761 20.1778 19.1408 18.453 16.7677 860.872
1.00925e-10 20.1725 20.1725 19.1408 18.453 16.7677 20.1761 20.1778 19.1408 18.453 16.7677 860.872
1.01158e-10 20.1725 20.1725 19.1408 18.453 16.7677 20.1761 20.1778 19.1408 18.453 16.7677 860.872
1.01391e-10 20.1725 20.1725 19.1408 18.453 16.7677 20.1761 20.1778 19.1408 18.453 16.7677 860.872
1.01625e-10 20.1725 20.1725 19.1408 18.453 16.7677 20.1761 20.1778 19.1408 18.453 16.7677 860.872
1.01859e-10 20.1725 20.1725 19.1408 18.453 16.7677 20.1761 20.1778 19.1408 18.453 16.7677 860.872
1.02094e-10 20.1725 20.1725 19.1408 18.453 16.7677 20.1761 20.1778 19.1408 18.453 16.7677 860.872
1.02329e-10 20.1725 20.1725 19.1408 18.453 16.7677 20.1761 20.1778 19.1408 18.453 16.7677 860.872
1.02565e-10 20.1725 20.1725 19.1408 18.453 16.7677 20.1761 20.1778 19.1408 18.453 16.7677 860.872
1.02802e-10 20.1725 20.1725 19.1408 18.453 16.7677 20.1761 20.1778 19.1408 18.453 16.7677 860.872
1.03039e-10 20.1725 20.1725 19.1408 18.453 16.7677 20.1761 20.1778 19.1408 18.453 16.7677 860.872
1.03276e-10 20.1725 20.1725 19.1408 18.453 16.7677 20.1761 20.1778 19.1408 18.453 16.7677 860.872
1.03514e-10 20.1725 20.1725 19.1408 18.453 16.7677 20.1761 20.1778 19.1408 18.453 16.7677 860.872
1.03753e-10 20.1725 20.1725 19.1408 18.453 16.7677 20.1761 20.1778 19.1408 18.453 16.7677 860.872
1.03992e-10 20.1725 20.1725 19.1408 18.453 16.7677 20.1761 20.1778 19.1408 18.453 16.7677 860.872
1.04232e-10 20.1725 20.1725 19.1408 18.453 16.7677 20.1761 20.1778 19.1408 18.453 16.7677 860.872
1.04472e-10 20.1725 20.1725 19.1408 18.453 16.7677 20.1761 20.1778 19.1408 18.453 16.7677 860.872
1.04713e-10 20.1725 20.1725 19.1408 18.453 16.7677 20.1761 20.1778 19.1408 18.453 16.7677 860.872
1.04954e-10 20.1725 20.1725 19.1408 18.453 16.7677 20.1761 20.1778 19.1408 18.453 16.7677 860.872
1.05196e-10 20.1725 20.1725 19.1408 18.453 16.7677 20.1761 20.1778 19.1408 18.453 16.7677 860.872
1.05439e-10 20.1725 20.1725 19.1408 18.453 16.7677 20.1761 20.1778 19.1408 18.453 16.7677 860.872
1.05682e-10 20.1725 20.1725 19.1408 18.453 16.7677 20.1761 20.1778 19.1408 18.453 16.7677 860.872
1.05925e-10 20.1725 20.1725 19.1408 18.453 16.7677 20.1761 20.1778 19.1408 18.453 16.7677 860.872
1.0617e-10 20.1725 20.1725 19.1408 18.453 16.7677 20.1761 20.1778 19.1408 18.453 16.7677 860.872
1.06414e-10 20.1725 20.1725 19.1408 18.453 16.7677 20.1761 20.1778 19.1408 18.453 16.7677 860.872
1.0666e-10 20.1725 20.1725 19.1408 18.453 16.7677 20.1761 20.1778 19.1408 18.453 16.7677 860.872
1.06905e-10 20.1725 20.1725 19.1408 18.453 16.7677 20.1761 20.1778 19.1408 18.453 16.7677 860.872
1.07152e-10 20.1725 20.1725 19.1408 18.453 16.7677 20.1761 20.1778 19.1408 18.453 16.7677 860.872
1.07399e-10 20.1725 20.1725 19.1408 18.453 16.7677 20.1761 20.1778 19.1408 18.453 16.7677 860.872
1.07647e-10 20.1725 20.1725 19.1408 18.453 16.7677 20.1761 20.1778 19.1408 18.453 16.7677 860.872
1.07895e-10 20.1725 20.1725 19.1408 18.453 16.7677 20.1761 20.1778 19.1408 18.453 16.7677 860.872
1.08143e-10 20.1725 20.1725 19.1408 18.453 16.7677 20.1761 20.1778 19.1408 18.453 16.7677 860.872
