# Version 1.0
# Parameter A+C A/(A+C) D Q
0.366 0.088 5.864 1.691
0.096 0.206 11.997 2.075
1.815 0.489 3.058 3.23
1.009 0.386 0.299 3.262
1.584 0.123 7.027 1.466
0.139 0.82 8.966 3.102
0.775 0.905 7.874 1.283
0.168 0.53 12.637 1.33
0.82 0.229 10.238 1.062
0.731 0.27 18.004 1.422
0.971 0.034 3.579 2.582
0.299 0.306 18.999 2.412
1.934 0.235 15.182 2.302
1.921 0.689 15.925 2.396
0.52 0.577 3.956 1.193
1.763 0.104 4.869 2.612
1.465 0.175 16.615 1.519
1.372 0.599 19.541 1.713
0.492 0.063 14.373 3.069
0 0 11.452 3.518
0.378 0.298 1.008 2.474
1.73 0.483 13.213 1.25
1.132 0.921 16.914 1.806
1.318 0.668 5.225 3.876
0.238 0.512 0 1
0.211 0.878 10.529 1.861
0.302 0.073 6.751 3.165
1.546 0.552 6.135 1.104
0.646 0.845 2.595 3.363
1.514 0.377 0.622 1.997
0.564 0.777 17.104 3.571
1.654 0.883 11.281 1.584
0.857 0.013 12.847 1.903
1.608 0.966 7.555 2.985
0.001 0.54 5.437 2.146
0.435 0.712 18.356 1.786
1.075 0.633 19.723 2.878
0.113 0.643 16.149 2.766
1.678 0.41 17.955 3.311
1.064 0.991 6.603 2.274
0.599 0.364 17.414 3.731
1.16 0.191 19.112 2.7
0.615 0.969 14.227 2.744
1.405 0.943 15.381 3.036
1.265 0.613 14.996 3.915
0.685 0.349 8.32 3.96
1.193 0.739 1.349 1.639
1.871 0.762 4.095 2.02
0.758 0.857 9.364 3.829
1.347 0.788 0.902 2.936
0.958 0.661 13.498 1.043
0.87 0.462 9.085 2.513
1.288 0.164 4.453 3.674
1.798 0.322 9.764 3.632
1.971 0.435 20 1
0.055 0.427 20 4
0.422 0.801 0 4
1.479 0.022 12.297 2.835
2 1 2.201 1.371
1.217 0.138 13.929 3.773
2 0 7.4 1.81
1.24 0.03 4.6 2.89
1.16 0.33 1.4 2.2
1.34 0.27 2.2 1.93
1.52 0.25 3.2 1.6
0.3 0.19 5 1.48
1.7 0.23 1.2 3.55
0.74 0.12 2.6 1.15
0.68 0.5 17 1.06
1.58 0.73 3.6 2.29
1.3 0.48 2 2.68
0.94 0.14 9.4 1.36
0.72 0.5 2.9 2.3
0.76 0.42 2 2.7
0.83 0.34 4.3 3
0.57 0.24 6.3 2.8
0.45 0.16 7.5 2.48
0.697 0.395 6.103 2.858
0.675 0.366 6.379 2.696
0.760 0.338 7.401 2.697
0.903 0.435 5.648 2.767
