# Version 1.0
# DOI http://dx.doi.org/10.1007/JHEP04(2017)039
# Source https://www.hepdata.net/download/table/ins1496050/Table14/yaml
# Experiment CMS
# System PbPb5020
# Centrality 00to10
# XY PT RAA
# Label xmin xmax y stat,low stat,high sys,low sys,high sys,TAA,low sys,TAA,high sys,lumi,low sys,lumi,high 
12.0 14.4 0.2253 0.00071 0.00071 0.0226 0.0226 0.00428 0.00675 0.00518 0.00518
14.4 19.2 0.2752 0.001 0.001 0.0276 0.0276 0.0052 0.0082 0.0063 0.0063
19.2 24.0 0.3147 0.0021 0.0021 0.0315 0.0315 0.0059 0.0094 0.0072 0.0072
24.0 28.8 0.3503 0.0036 0.0036 0.0351 0.0351 0.0066 0.0105 0.008 0.008
28.8 35.2 0.3964 0.0051 0.0051 0.0397 0.0397 0.0075 0.0118 0.0091 0.0091
35.2 41.6 0.4457 0.0075 0.0075 0.0447 0.0447 0.0084 0.0133 0.0102 0.0102
41.6 48.0 0.5086 0.0091 0.0091 0.05 0.05 0.0096 0.0152 0.0116 0.0116
48.0 60.8 0.5697 0.008 0.008 0.0561 0.0561 0.0108 0.017 0.0131 0.0131
60.8 73.6 0.601 0.012 0.012 0.06 0.06 0.011 0.018 0.014 0.014
73.6 86.4 0.671 0.013 0.013 0.066 0.066 0.013 0.02 0.015 0.015
86.4 103.6 0.743 0.02 0.02 0.074 0.074 0.014 0.022 0.017 0.017
