    0.939E+01  0.365E+00  0.438E-02  0.204E-01  0.426E+00  0.386E+00  0.602E+00  0.307E+00  0.524E+00  0.587E+00  0.196E+01  0.862E+00  0.583E+00  0.320E+00  0.550E+00  0.194E+01  0.843E+00  0.393E+00  0.731E+00  0.144E+01  0.102E+01  0.626E+00  0.655E+00  0.294E+00  0.299E+00  0.119E+01  0.434E+00  0.736E+00  0.528E+00  0.263E+00  0.750E+00  0.522E+00  0.805E+00  0.763E+00  0.577E+00  0.719E+00  0.121E+01  0.906E+00  0.578E+00  0.355E+00  0.139E+01  0.103E+01  0.159E+01  0.884E+00  0.411E+00  0.686E+00  0.957E+00  0.327E+00  0.590E+00  0.277E+00  0.562E+00  0.325E+00  0.400E+00  0.585E+00  0.572E+00  0.132E+01  0.391E+00  0.166E+01  0.376E+00  0.658E+00  0.647E+00  0.219E+01  0.104E+01  0.875E+00  0.398E+00  0.988E+00  0.929E+00  0.305E+00  0.333E+00  0.295E+00  0.714E+00  0.435E+00  0.349E+00  0.305E+01
    0.108E+02  0.398E+00  0.390E-02  0.227E-01  0.443E+00  0.409E+00  0.640E+00  0.350E+00  0.567E+00  0.615E+00  0.193E+01  0.896E+00  0.585E+00  0.335E+00  0.562E+00  0.191E+01  0.858E+00  0.401E+00  0.722E+00  0.144E+01  0.101E+01  0.682E+00  0.678E+00  0.330E+00  0.314E+00  0.118E+01  0.448E+00  0.751E+00  0.562E+00  0.280E+00  0.744E+00  0.528E+00  0.815E+00  0.807E+00  0.583E+00  0.737E+00  0.124E+01  0.916E+00  0.606E+00  0.364E+00  0.141E+01  0.107E+01  0.161E+01  0.915E+00  0.454E+00  0.693E+00  0.975E+00  0.342E+00  0.630E+00  0.302E+00  0.598E+00  0.349E+00  0.425E+00  0.608E+00  0.599E+00  0.133E+01  0.402E+00  0.163E+01  0.399E+00  0.680E+00  0.682E+00  0.212E+01  0.109E+01  0.903E+00  0.420E+00  0.996E+00  0.961E+00  0.335E+00  0.351E+00  0.329E+00  0.714E+00  0.490E+00  0.370E+00  0.300E+01
    0.123E+02  0.428E+00  0.471E-02  0.244E-01  0.462E+00  0.437E+00  0.685E+00  0.401E+00  0.618E+00  0.648E+00  0.189E+01  0.935E+00  0.587E+00  0.354E+00  0.576E+00  0.188E+01  0.874E+00  0.411E+00  0.712E+00  0.144E+01  0.100E+01  0.749E+00  0.704E+00  0.373E+00  0.331E+00  0.116E+01  0.466E+00  0.769E+00  0.603E+00  0.300E+00  0.738E+00  0.535E+00  0.828E+00  0.858E+00  0.591E+00  0.759E+00  0.128E+01  0.927E+00  0.639E+00  0.374E+00  0.143E+01  0.111E+01  0.163E+01  0.951E+00  0.504E+00  0.702E+00  0.997E+00  0.361E+00  0.678E+00  0.331E+00  0.641E+00  0.377E+00  0.454E+00  0.636E+00  0.632E+00  0.134E+01  0.415E+00  0.159E+01  0.427E+00  0.708E+00  0.724E+00  0.203E+01  0.115E+01  0.936E+00  0.446E+00  0.100E+01  0.998E+00  0.370E+00  0.372E+00  0.371E+00  0.713E+00  0.555E+00  0.395E+00  0.293E+01
    0.141E+02  0.455E+00  0.546E-02  0.255E-01  0.484E+00  0.470E+00  0.749E+00  0.441E+00  0.656E+00  0.679E+00  0.187E+01  0.955E+00  0.606E+00  0.373E+00  0.593E+00  0.185E+01  0.903E+00  0.424E+00  0.723E+00  0.147E+01  0.997E+00  0.802E+00  0.734E+00  0.402E+00  0.347E+00  0.118E+01  0.484E+00  0.788E+00  0.629E+00  0.322E+00  0.757E+00  0.546E+00  0.851E+00  0.907E+00  0.608E+00  0.778E+00  0.130E+01  0.946E+00  0.663E+00  0.384E+00  0.144E+01  0.114E+01  0.163E+01  0.985E+00  0.542E+00  0.702E+00  0.102E+01  0.381E+00  0.727E+00  0.356E+00  0.675E+00  0.413E+00  0.485E+00  0.663E+00  0.677E+00  0.135E+01  0.433E+00  0.158E+01  0.448E+00  0.732E+00  0.759E+00  0.198E+01  0.121E+01  0.972E+00  0.473E+00  0.101E+01  0.102E+01  0.396E+00  0.404E+00  0.416E+00  0.724E+00  0.598E+00  0.424E+00  0.287E+01
    0.162E+02  0.483E+00  0.628E-02  0.275E-01  0.507E+00  0.508E+00  0.838E+00  0.462E+00  0.674E+00  0.706E+00  0.187E+01  0.947E+00  0.649E+00  0.393E+00  0.614E+00  0.183E+01  0.949E+00  0.441E+00  0.764E+00  0.153E+01  0.101E+01  0.836E+00  0.768E+00  0.411E+00  0.360E+00  0.125E+01  0.502E+00  0.807E+00  0.631E+00  0.348E+00  0.811E+00  0.564E+00  0.889E+00  0.953E+00  0.638E+00  0.793E+00  0.130E+01  0.976E+00  0.674E+00  0.393E+00  0.143E+01  0.115E+01  0.162E+01  0.102E+01  0.563E+00  0.690E+00  0.105E+01  0.403E+00  0.775E+00  0.373E+00  0.695E+00  0.457E+00  0.517E+00  0.691E+00  0.738E+00  0.136E+01  0.457E+00  0.161E+01  0.457E+00  0.750E+00  0.783E+00  0.197E+01  0.125E+01  0.101E+01  0.500E+00  0.100E+01  0.102E+01  0.408E+00  0.451E+00  0.466E+00  0.751E+00  0.607E+00  0.460E+00  0.282E+01
    0.186E+02  0.529E+00  0.793E-02  0.302E-01  0.546E+00  0.558E+00  0.889E+00  0.505E+00  0.713E+00  0.739E+00  0.188E+01  0.963E+00  0.677E+00  0.414E+00  0.645E+00  0.182E+01  0.992E+00  0.469E+00  0.778E+00  0.155E+01  0.100E+01  0.862E+00  0.804E+00  0.435E+00  0.383E+00  0.129E+01  0.512E+00  0.848E+00  0.657E+00  0.368E+00  0.813E+00  0.587E+00  0.920E+00  0.988E+00  0.655E+00  0.813E+00  0.128E+01  0.101E+01  0.706E+00  0.413E+00  0.142E+01  0.115E+01  0.160E+01  0.103E+01  0.594E+00  0.699E+00  0.107E+01  0.427E+00  0.817E+00  0.403E+00  0.739E+00  0.491E+00  0.535E+00  0.715E+00  0.773E+00  0.139E+01  0.483E+00  0.161E+01  0.475E+00  0.766E+00  0.823E+00  0.195E+01  0.127E+01  0.101E+01  0.519E+00  0.101E+01  0.106E+01  0.430E+00  0.491E+00  0.513E+00  0.786E+00  0.641E+00  0.480E+00  0.275E+01
    0.214E+02  0.557E+00  0.100E-01  0.323E-01  0.598E+00  0.617E+00  0.901E+00  0.565E+00  0.770E+00  0.782E+00  0.189E+01  0.999E+00  0.692E+00  0.435E+00  0.687E+00  0.183E+01  0.103E+01  0.505E+00  0.767E+00  0.154E+01  0.994E+00  0.880E+00  0.838E+00  0.471E+00  0.416E+00  0.132E+01  0.514E+00  0.909E+00  0.701E+00  0.383E+00  0.770E+00  0.614E+00  0.943E+00  0.101E+01  0.661E+00  0.838E+00  0.123E+01  0.105E+01  0.755E+00  0.443E+00  0.141E+01  0.115E+01  0.157E+01  0.104E+01  0.635E+00  0.728E+00  0.109E+01  0.453E+00  0.853E+00  0.445E+00  0.801E+00  0.516E+00  0.542E+00  0.735E+00  0.781E+00  0.142E+01  0.511E+00  0.157E+01  0.499E+00  0.781E+00  0.874E+00  0.190E+01  0.127E+01  0.983E+00  0.533E+00  0.104E+01  0.113E+01  0.462E+00  0.524E+00  0.558E+00  0.828E+00  0.695E+00  0.490E+00  0.267E+01
    0.244E+02  0.589E+00  0.118E-01  0.348E-01  0.611E+00  0.631E+00  0.883E+00  0.568E+00  0.780E+00  0.884E+00  0.185E+01  0.984E+00  0.728E+00  0.470E+00  0.738E+00  0.177E+01  0.106E+01  0.502E+00  0.783E+00  0.148E+01  0.103E+01  0.921E+00  0.845E+00  0.506E+00  0.450E+00  0.137E+01  0.532E+00  0.958E+00  0.683E+00  0.406E+00  0.843E+00  0.643E+00  0.937E+00  0.101E+01  0.674E+00  0.883E+00  0.133E+01  0.106E+01  0.757E+00  0.466E+00  0.143E+01  0.116E+01  0.155E+01  0.109E+01  0.684E+00  0.733E+00  0.112E+01  0.464E+00  0.851E+00  0.466E+00  0.790E+00  0.546E+00  0.596E+00  0.759E+00  0.768E+00  0.140E+01  0.522E+00  0.154E+01  0.510E+00  0.811E+00  0.846E+00  0.187E+01  0.128E+01  0.997E+00  0.621E+00  0.104E+01  0.108E+01  0.484E+00  0.565E+00  0.569E+00  0.837E+00  0.712E+00  0.544E+00  0.248E+01
    0.281E+02  0.593E+00  0.119E-01  0.338E-01  0.645E+00  0.667E+00  0.940E+00  0.608E+00  0.805E+00  0.902E+00  0.170E+01  0.982E+00  0.701E+00  0.487E+00  0.701E+00  0.171E+01  0.107E+01  0.546E+00  0.807E+00  0.147E+01  0.105E+01  0.974E+00  0.872E+00  0.534E+00  0.459E+00  0.133E+01  0.562E+00  0.932E+00  0.730E+00  0.425E+00  0.838E+00  0.663E+00  0.946E+00  0.105E+01  0.685E+00  0.863E+00  0.130E+01  0.105E+01  0.765E+00  0.482E+00  0.139E+01  0.118E+01  0.158E+01  0.110E+01  0.743E+00  0.780E+00  0.111E+01  0.492E+00  0.914E+00  0.465E+00  0.787E+00  0.594E+00  0.606E+00  0.806E+00  0.871E+00  0.136E+01  0.519E+00  0.151E+01  0.543E+00  0.800E+00  0.921E+00  0.191E+01  0.130E+01  0.106E+01  0.613E+00  0.102E+01  0.114E+01  0.494E+00  0.576E+00  0.641E+00  0.841E+00  0.746E+00  0.570E+00  0.244E+01
    0.339E+02  0.680E+00  0.109E-01  0.388E-01  0.679E+00  0.722E+00  0.102E+01  0.639E+00  0.847E+00  0.891E+00  0.164E+01  0.105E+01  0.741E+00  0.496E+00  0.734E+00  0.176E+01  0.110E+01  0.546E+00  0.841E+00  0.156E+01  0.105E+01  0.990E+00  0.893E+00  0.516E+00  0.491E+00  0.132E+01  0.608E+00  0.952E+00  0.750E+00  0.450E+00  0.842E+00  0.657E+00  0.930E+00  0.113E+01  0.743E+00  0.923E+00  0.123E+01  0.108E+01  0.829E+00  0.540E+00  0.133E+01  0.123E+01  0.156E+01  0.110E+01  0.736E+00  0.760E+00  0.118E+01  0.504E+00  0.906E+00  0.520E+00  0.821E+00  0.605E+00  0.589E+00  0.876E+00  0.910E+00  0.136E+01  0.550E+00  0.150E+01  0.552E+00  0.842E+00  0.965E+00  0.179E+01  0.125E+01  0.100E+01  0.652E+00  0.105E+01  0.114E+01  0.550E+00  0.654E+00  0.645E+00  0.808E+00  0.744E+00  0.572E+00  0.237E+01
