# Version 1.0
# Parameter A B C D
0.1645 0.14545 0.104 0.18774358974359
0.2375 0.2395 0.3775 0.0880512820512821
0.0155 0.17225 0.617 0.120564102564103
0.3225 0.10425 0.004 0.0963589743589744
0.472 0.1353 0.169 0.217230769230769
0.75 0.1382 0.505 0.227435897435897
0.564 0.21435 0.903 0.161692307692308
0.4615 0.18225 0.449 0.00374358974358974
0.805 0.1117 0.4535 0.00989743589743589
0.6565 0.1037 0.984 0.104205128205128
0.828 0.0708 0.1545 0.0622564102564103
0.885 0.08065 0.769 0.178564102564103
0.776 0.19075 0.038 0.124410256410256
0.072 0.0745 0.218 0.138615384615385
0.3095 0.2004 0.0915 0.0463076923076923
0.752 0.04515 0.6895 0.0512820512820513
0.94 0.20745 0.758 0.109641025641026
0.4025 0.0502 0.196 0.194307692307692
0.203 0.0331 0.4195 0.0702051282051282
0.9295 0.11925 0.846 0.0548717948717949
0.53 0.02705 0.284 0.101948717948718
0.642 0.0884 0.0225 0.137897435897436
0.4915 0.0828 0.1465 0.0222051282051282
0.7185 0.2446 0.327 0.127692307692308
0.3475 0.18875 0.6375 0.224307692307692
0.549 0.1104 0.891 0.213282051282051
0.982 0.15105 0.248 0.0803589743589744
0.026 0.15855 0.2165 0.0953333333333333
0.685 0.23175 0.302 0.0428205128205128
0.6205 0.03 0.712 0.142923076923077
0.257 0.12395 0.8155 0.0154871794871795
0.5775 0.24695 0.6625 0.0885128205128205
0.1805 0.17045 0.95 0.0843076923076923
0.229 0.23795 0.727 0.150205128205128
0.376 0.05215 0.883 0.0582564102564102
0.8705 0.2016 0.588 0.032
0.794 0.0617 0.365 0.199897435897436
0.1305 0.21945 0.3355 0.173846153846154
0.95 0.1851 0.3985 0.167230769230769
0.9865 0.11555 0.565 0.119076923076923
0.085 0.17725 0.483 0.024051282051282
0.446 0.0656 0.5285 0.00630769230769231
0.589 0.19675 0.9755 0.0745641025641026
0.0465 0.092 0.674 0.0655384615384615
0.3995 0.20955 0.056 0.134205128205128
0.062 0.09375 0.7985 0.155384615384615
0.6015 0.14425 0.8255 0.0151282051282051
0.4185 0.0697 0.579 0.222820512820513
0.269 0.1551 0.959 0.169641025641026
0.101 0.1298 0.491 0.208871794871795
0.852 0.1648 0.8645 0.182615384615385
0.6785 0.16265 0.0725 0.0375384615384615
0.7065 0.2295 0.6045 0.20174358974359
0.289 0.22625 0.7475 0.0397435897435897
0.9155 0.04255 0.406 0.115076923076923
0.514 0.22115 0.2755 0.207641025641026
0.1385 0.0965 0.2645 0.0271282051282051
0.1955 0.03925 0.5495 0.158769230769231
0.8395 0.1321 0.119 0.190512820512821
0.362 0.0572 0.9325 0.147538461538462
0.1365 0.08035 0.0765 0.220358974358974
0.195 0.11515 0.039 0.102820512820513
0.1155 0.13745 0.0205 0.0233333333333333
0.0835 0.2104 0.021 0.198820512820513
0.181 0.0394 0.1445 0.112820512820513
0.172 0.1684 0.1615 0.0531794871794872
0.034 0.1488 0.1735 0.0465128205128205
0.008 0.12365 0.1315 0.182666666666667
0.0695 0.0668 0.1965 0.122769230769231
0.0875 0.2478 0.1105 0.0276923076923077
0.1615 0.19185 0.1015 0.213076923076923
0.0225 0.05865 0.0645 0.0674358974358974
0.153 0.23195 0.0565 0.0948717948717949
0.0585 0.0986 0.0045 0.169025641025641
0.011 0.18075 0.0425 0.075948717948718
0.051 0.22245 0.15 0.152410256410256
0.1415 0.1646 0.1805 0.173589743589744
0.119 0.0919 0.1225 0.00220512820512821
0.1 0.02895 0.0915 0.135128205128205
0 0.125 0 0.102564102564103
0.192 0.59565 0.0195 0.841794871794872
0.3045 0.2613 0.2985 0.387128205128205
0.4345 0.7995 0.3185 0.940820512820513
0.4395 0.8418 0.1725 0.369179487179487
0.1735 0.3801 0.124 0.332410256410256
0.1765 0.76365 0.481 0.405282051282051
0.4905 0.43795 0.344 0.512205128205128
0.219 0.2922 0.427 0.574615384615385
0.0965 0.96165 0.136 0.599948717948718
0.0045 0.60925 0.334 0.452358974358974
0.225 0.8552 0.0495 0.427692307692308
0.4245 0.47675 0.181 0.282820512820513
0.3335 0.52985 0.4875 0.556615384615385
