# Version 1.0
# DOI http://dx.doi.org/10.1007/JHEP04(2017)039
# Source https://www.hepdata.net/download/table/ins1496050/Table11/yaml
# Experiment CMS
# System PbPb5020
# Centrality 30to50
# XY PT RAA
# Label xmin xmax y stat,low stat,high sys,low sys,high sys,TAA,low sys,TAA,high sys,lumi,low sys,lumi,high 
9.6 12.0 0.41498 0.00089 0.00089 0.03427 0.03427 0.02282 0.0224 0.00954 0.00954
12.0 14.4 0.4565 0.0015 0.0015 0.0409 0.0409 0.0251 0.0246 0.0105 0.0105
14.4 19.2 0.5064 0.0021 0.0021 0.0454 0.0454 0.0278 0.0273 0.0116 0.0116
19.2 24.0 0.5569 0.0041 0.0041 0.0477 0.0477 0.0306 0.03 0.0128 0.0128
24.0 28.8 0.5997 0.0068 0.0068 0.0513 0.0513 0.0329 0.0323 0.0137 0.0137
28.8 35.2 0.6436 0.0092 0.0092 0.0551 0.0551 0.0354 0.0347 0.0148 0.0148
35.2 41.6 0.684 0.013 0.013 0.059 0.059 0.038 0.037 0.016 0.016
41.6 48.0 0.746 0.015 0.015 0.064 0.064 0.041 0.04 0.017 0.017
48.0 60.8 0.803 0.013 0.013 0.069 0.069 0.044 0.043 0.018 0.018
60.8 73.6 0.785 0.015 0.015 0.068 0.068 0.043 0.042 0.018 0.018
73.6 86.4 0.823 0.018 0.018 0.072 0.072 0.045 0.044 0.019 0.019
86.4 103.6 0.847 0.024 0.024 0.074 0.074 0.047 0.046 0.019 0.019
